objectid,sector,time,location,source,cars,trucks,motorcycle,bicycle,publictransport,pedestrian,other,placename,photo,video,photo_link,video_link,day_night,raion,comuna,localitate,year,month,hour,weekday,day_part,location_trasee,street,tipul,cauza,decedati,traumati
81,Botanica,4/25/2018 9:00,Bulevardul Decebal,fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/31328747_2026615674058051_4901163799110746112_n.jpg?_nc_cat=0&_nc_eui2=v1%3AAeG5BkPeWP81JGUat7waCZCjBmk24aiIX8-iolNDUBXN-m2Af9SVqGMXs5Xxp6RDJ0yx9GtUiRYPQeWLYvrd54CwSG0Rusn7Z7blJssD_MPfcQ&oh=d042ecd3ff7677390ff32326e79a8c7a&oe=5B622296,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1617866828267265/,,0,Chişinău,Chişinău,Chişinău,2018,4,9,2,ziua,,Bulevardul Decebal,,,0,0
82,Botanica,5/29/2019 11:54,strada Sarmizegetusa,jurnal.md,1,0,0,0,0,1,0,Chișinău,http://static.cdn.jurnaltv.md/superdesk/20190529140520/3de02b85-c3fa-45ca-b329-bfb2ee8ad41c.png, ,http://static.cdn.jurnaltv.md/superdesk/20190529140520/3de02b85-c3fa-45ca-b329-bfb2ee8ad41c.png,,0,,,,0,,0,0,,,,1.4,Alte abateri comise de pietoni,0,0
83,Botanica,12/5/2017 9:00,Strada Sarnizegetusa -Strada Burebista,fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/24296557_1610431892356596_5414833726759254677_n.jpg?oh=e905325909a57ffb76b3bd6147667149&oe=5AC66DA8,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1479703868750229/,,0,Chişinău,Chişinău,Chişinău,2017,12,9,1,ziua,,Strada Burebista,,,0,0
84,Botanica,4/12/2018 5:45,Strada Sarnizegetusa -Strada Burebista,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2018,4,5,3,dimineata,,Strada Burebista,,,0,0
85, ,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,Chişinău,Durleşti,Durleşti,2018,12,0,5,noapte,Chişinău - Hînceşti - Cimişlia - Basarabeasca - frontiera cu Ucraina,,,,0,0
86,Botanica,6/6/2019 8:21, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,11,0,0,,,,,,0,0
87,Botanica,11/23/2017 3:00,Bulevardul Dacia - Strada Burebista,fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t31.0-8/23783695_1334361690023479_8714098328122316607_o.jpg?oh=7406632fd26403c1484e486e5d900305&oe=5AA65229,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1466849630035653/,,1,Chişinău,Chişinău,Chişinău,2017,11,3,3,noapte,,Bulevardul Dacia,,,0,0
88,Botanica,11/27/2017 6:00,Strada Valea Crucii 2,INP Info Trafic,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,11,6,0,dimineata,,Strada Valea Crucii,,,0,0
89,Botanica,6/21/2018 13:19,Intersectia str. Muncesti - str. Padurii, ,0,0,0,0,0,0,0, , , ,,,0,Chişinău,Chişinău,Chişinău,2018,12,0,5,noapte,Chişinău - Bender - Tiraspol - M5,Strada Pandurilor,Ciocnire laterala,Neacordare prioritatii altor vehicule,0,1
90,Botanica,12/6/2017 8:30,Strada Trandafirilor - Bulevardul Decebal,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,12,8,2,ziua,,Strada Trandafirilor,,,0,0
91,Botanica,12/7/2017 15:45,Strada Trandafirilor - Bulevardul Decebal,fb: GBM,3,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/24775084_2016305428639917_1200934084018955669_n.jpg?oh=4c1110da6bfa2bff4f603d627aca9832&oe=5AD252FD,Lipseşte,https://www.facebook.com/chisinaupietoni/posts/2016305525306574,,0,Chişinău,Chişinău,Chişinău,2017,12,15,3,ziua,,Strada Trandafirilor,,,0,0
92,Botanica,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,Chişinău,Chişinău,Chişinău,2018,12,0,5,noapte,,Strada Burebista,,,0,0
93,Botanica,5/4/2018 15:30,"Bulevardul Dacia, Portilor orasului",fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/31900474_1831526716887056_2381933611902304256_n.jpg?_nc_cat=0&_nc_eui2=v1%3AAeEiN_ZFq5ImVrLyEFymc_TFMo5AXL0KKkLHxPRWCjZ-WEpQl-9-IZ4aRhsgX1Yd-QHQujQ4pX-S57bBwqUS5VDLXUOig9qD3cLMnQ2qhG_N7Q&oh=2f687849dd874c436fff6cdeff3f8a32&oe=5B9A5BF6,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/31900474_1831526716887056_2381933611902304256_n.jpg?_nc_cat=0&_nc_eui2=v1%3AAeEiN_ZFq5ImVrLyEFymc_TFMo5AXL0KKkLHxPRWCjZ-WEpQl-9-IZ4aRhsgX1Yd-QHQujQ4pX-S57bBwqUS5VDLXUOig9qD3cLMnQ2qhG_N7Q&oh=2f687849dd874c436fff6cdeff3f8a32&oe=5B9A5BF6,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1626675267386421/,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1626675267386421/,1,Chişinău,Chişinău,Chişinău,2018,5,15,4,ziua,,Bulevardul Dacia,,,0,0
94, ,1/1/2018 14:00,"Tr. Hînceşti-Leova-Cahul-Slobozia Mare, km 156+500m (Cahul)", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,"Ciocnire „faţă în spate”, inclusiv cu automobile oprite în virtutea situaţiei rutiere","Viteză neadecvată vizibilităţii, condiţiilor, situaţiei rutiere",0,2
95, ,1/3/2018 19:20,"str. Stefan Voda, or. Cantemir", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,"Ciocnire „faţă în spate”, inclusiv cu automobile oprite în virtutea situaţiei rutiere",Conducere imprudentă,0,0
96, ,1/6/2018 20:15,"s. Hanaseni, r. Cantemir", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire cu vehicul staţionat,"Stare de ebrietate alcoolică, adormire la volan",0,0
97, ,1/16/2018 7:25,"s. Ghioltosu, r. Cantemir", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Inversiune,"Viteză neadecvată vizibilităţii, condiţiilor, situaţiei rutiere",0,1
98, ,1/16/2018 10:30,"s. Cania, r. Cantemir", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire frontală (circulînd din sensuri opuse),"Viteză neadecvată vizibilităţii, condiţiilor, situaţiei rutiere",0,0
99, ,1/27/2018 6:30,"str. Boris Glava, r. Cantemir", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Tamponare cu obstacol din afara carosabilului,"Viteză neadecvată vizibilităţii, condiţiilor, situaţiei rutiere",0,0
100, ,1/31/2018 21:40,"s. Toceni, r. Cantemir", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,"Ciocnire „faţă în spate”, inclusiv cu automobile oprite în virtutea situaţiei rutiere","Viteză neadecvată vizibilităţii, condiţiilor, situaţiei rutiere",0,1
101, ,1/8/2018 9:02,"s. Tibirica, r. Calarasi", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,Neacordarea priorităţii altor autovehicule,0,0
102,Botanica,12/16/2017 21:15,Strada Trandafirilor - Bulevardul Decebal,fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/25299211_2020937291510064_176527435019158971_n.jpg?oh=6897dd431a16804f549f3aea5da4654d&oe=5ABDFB2B,Lipseşte,https://www.facebook.com/chisinaupietoni/posts/2020937324843394,,1,Chişinău,Chişinău,Chişinău,2017,12,21,5,noapte,,Strada Trandafirilor,,,0,0
103, ,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,Chişinău,Ciorescu,Ciorescu,2018,12,0,5,noapte,R4 - drumul de acces spre s. Ciorescu,Strada Alexandru cel Bun,,,0,0
104,Botanica,12/21/2017 6:30,Strada Trandafirilor - Bulevardul Decebal,Royal Map,3,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,12,6,3,dimineata,,Strada Trandafirilor,,,0,0
105,Botanica,11/21/2017 15:00,Bulevardul Dacia - Strada Drădina Botanică,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,11,15,1,ziua,,Bulevardul Dacia,,,0,0
106,Botanica,2/22/2018 11:15,Bulevardul Dacia - Bulevardul Cuza-Vodă,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2018,2,11,3,ziua,,Bulevardul Cuza-Vodă,,,0,0
107,Botanica,9/6/2017 5:30,Bulevardul Cuza-Vodă în apropiere de Bulevardul Dacia,fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t31.0-8/21319209_1641587925914963_6859554638246668108_o.jpg?oh=9b1002d1049196feedfc0cb0f5822718&oe=5AA35615,Lipseşte,https://www.facebook.com/photo.php?fbid=1641587925914963&set=g.672464446140846&type=1&theater&ifg=1,,1,Chişinău,Chişinău,Chişinău,2017,9,5,2,noapte,,Bulevardul Cuza-Vodă,,,0,0
108,Botanica,10/4/2017 22:00,Bulevardul Dacia - Bulevardul Cuza-Vodă,fb: GBM,3,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/22228238_989979021141193_8663780289864681605_n.jpg?oh=866ec39b1f504ec82d10a3a06fb6fee0&oe=5AAF8D6D,Lipseşte,https://www.facebook.com/maxim.maximov.752/videos/989979064474522/,,1,Chişinău,Chişinău,Chişinău,2017,10,22,2,noapte,,Bulevardul Cuza-Vodă,,,0,0
109,Botanica,6/1/2018 12:00,bd. Dacia 30, ,0,0,0,0,0,0,0, , , ,,,0,Chişinău,Chişinău,Chişinău,2018,12,0,5,noapte,,Bulevardul Dacia,Caderea pasagerului in vehicul,"Oprirea, stationarea incorecta",0,1
110,Botanica,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,7,0,0,,,,,,0,0
111,Botanica,10/10/2017 14:30,Bulevardul Dacia - Bulevardul Cuza-Vodă,fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t31.0-8/22291501_1964125660529687_6348437726260554765_o.jpg?oh=c8dc47f9e04d365fe253ab9ed1cf97f5&oe=5A6CE796,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1426714097382540/,,0,Chişinău,Chişinău,Chişinău,2017,10,14,1,ziua,,Bulevardul Cuza-Vodă,,,0,0
112,Botanica,3/28/2018 16:15,Strada Valea Crucii,fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/29595482_1377178972314346_7012986513422048872_n.jpg?_nc_cat=0&oh=f7575dd4657a7be8416afcc694b5f1a1&oe=5B748191,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1591407767579838/,,1,Chişinău,Chişinău,Chişinău,2018,3,16,2,ziua,,Strada Valea Crucii,,,0,0
113,Botanica,6/6/2019 8:26, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,11,0,0,,,,,,0,0
114,Botanica,12/22/2017 7:30,Strada Trandafirilor - Bulevardul Decebal,fb: Ask a Driver Moldova,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/25507818_1508963292558085_8989385451219822888_n.jpg?oh=275cf9d5ce1b3f9489e6251a10dcddc2&oe=5AB5CF2F,Lipseşte,https://www.facebook.com/groups/323898967986131/permalink/529278294114863/,,0,Chişinău,Chişinău,Chişinău,2017,12,7,4,dimineata,,Strada Trandafirilor,,,0,0
115,Botanica,12/28/2017 9:45,Strada Trandafirilor - Bulevardul Decebal,gbmnews.md,2,0,0,0,1,0,0,Chişinău,http://gbmnews.md/wp-content/uploads/2017/12/26170350_2064664363803959_823016262071138361_o01-758x569.jpg,Lipseşte,http://gbmnews.md/2017/12/28/gorod-bez-marshrutok/avariya-na-uzhe-polyubivshemsya-perekrestke-dechebal-roz/,,0,Chişinău,Chişinău,Chişinău,2017,12,9,3,ziua,,Strada Trandafirilor,,,0,0
116, ,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,Chişinău,Durleşti,Durleşti,2018,12,0,5,noapte,,,,,0,0
117, ,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,Chişinău,Durleşti,Durleşti,2018,12,0,5,noapte,Frontiera cu România - Leuşeni - Chişinău - Dubăsari - frontiera cu Ucraina,Strada Codrilor,,,0,0
118, ,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,Chişinău,Codru,Codru,2018,12,0,5,noapte,,Strada Drumul Schinoasei,,,0,0
119,Botanica,3/9/2018 19:14,str. Trandafirilor 29, ,0,0,0,0,0,0,0, , , ,,,0,Chişinău,Chişinău,Chişinău,2018,12,0,5,noapte,,Strada Trandafirilor,Tamponarea pietonilor angajati in traversare neregulamentara,Traversare neregulamentara a drumului de catre pietoni,0,1
120,Botanica,6/21/2018 9:53,str. Trandafirilor 29/1, ,0,0,0,0,0,0,0, , , ,,,0,Chişinău,Chişinău,Chişinău,2018,12,0,5,noapte,,Strada Trandafirilor,Tamponarea pietonilor angajati in traversarea neregulamentara a drumului,Traversarea neregulamentara  a drumului,0,1
121, ,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,Chişinău,Durleşti,,2018,12,0,5,noapte,Drumul de centură al mun. Chișinău,,,,0,0
122,Botanica,3/27/2018 17:00,Strada Trandafirilor,point.md,1,0,0,0,0,0,0,Chişinău,https://i.simpalsmedia.com/point.md/news/thumbnails/large/e6c5301e01be9b94eb3726c05343496b.jpg,https://i.simpalsmedia.com/video/1080p/0eb41afd-71e0-49c5-b3ab-218a7041d3b2.mp4,https://point.md/ro/noutati/incidente/accident-la-botanica-un-sofer-a-zburat-de-pe-sosea-si-a-ajuns-in-copac,https://point.md/ro/noutati/incidente/accident-la-botanica-un-sofer-a-zburat-de-pe-sosea-si-a-ajuns-in-copac,1,Chişinău,Chişinău,Chişinău,2018,3,17,1,ziua,,Strada Trandafirilor,,,0,0
123,Botanica,7/8/2018 15:45,"str. Butucului, 14", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,7,0,0,,,,Tamponarea pietonilor angajati in traversarea neregulamentara a drumului,,0,2
124, ,1/19/2018 23:20,"Tr. Chisinau-Ungheni-Sculeni-frontiera cu Romania, km. 58 (Calarasi)", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Inversiune,"Viteză neadecvată vizibilităţii, condiţiilor, situaţiei rutiere",0,0
125, ,1/31/2018 12:55,"Tr. Chisinau-Hincesti-CimisJia-Basarabeasca, km 10+800m (Ialoveni)", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,"Neasigurarea la schimbarea benzii sau direcţiei de mers, viraj incorect",0,0
126, ,1/31/2018 15:00,"Tr. Chisinau-Hincesti-CimisJia-Basarabeasca, km 11 (Ialoveni)", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire cu vehicul staţionat,"Neasigurarea la schimbarea benzii sau direcţiei de mers, viraj incorect",0,0
127, ,1/29/2018 19:10,"s. Costesti, r. Ialoveni", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Inversiune,"Viteză neadecvată vizibilităţii, condiţiilor, situaţiei rutiere",0,0
128, ,1/27/2018 23:20,"s. Hansca, r. Ialoveni", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Tamponare cu obstacol ca urmare a derapajului,"Viteză neadecvată vizibilităţii, condiţiilor, situaţiei rutiere",0,1
129, ,1/1/2018 0:33,"Tr. Hînceşti-Leova-Cahul-Slobozia Mare, km 31 (Leova)", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Inversiune,Conducere imprudentă,0,0
130,Botanica,9/11/2017 12:30,Şoseaua Munceşti,fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/21462392_522646498068596_4310387692205872290_n.jpg?oh=ca73943ce7487abff08632901ebd0247&oe=5A784980,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1402862833101000/,,0,Chişinău,Chişinău,Chişinău,2017,9,12,0,ziua,Chişinău - Bender - Tiraspol - M5,Șoseaua Muncești,,,0,0
131,Botanica,12/13/2017 9:15,Strada Valea Crucii vizavi de Grădina Zooligică,tv8.md,2,0,0,0,0,0,0,Chişinău,http://tv8.md/wp-content/uploads/2017/12/25289229_2019319031417235_2671601693448168689_n.jpg,https://i.simpalsmedia.com/video/720p/f48b1d43-8478-48a5-893e-a034e3101184.mp4,http://tv8.md/2017/12/13/foto-video-update-accident-grav-la-portile-orasului-un-barbat-de-32-de-ani-a-fost-transportat-la-spitalul-de-urgente/,http://tv8.md/2017/12/13/foto-video-update-accident-grav-la-portile-orasului-un-barbat-de-32-de-ani-a-fost-transportat-la-spitalul-de-urgente/,1,Chişinău,Chişinău,Chişinău,2017,12,9,2,ziua,,Strada Valea Crucii,,,0,0
132,Botanica,12/20/2017 14:30,Strada Valea Crucii vizavi de Grădina Zooligică,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,12,14,2,ziua,,Strada Valea Crucii,,,0,0
133,Botanica,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,Chişinău,Chişinău,Chişinău,2018,12,0,5,noapte,,Strada Butucului,,,0,0
134,Botanica,12/29/2017 10:15,Bulevardul Cuza-Vodă - Strada Pictor Ion Jumati,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,12,10,4,ziua,,Strada Pictor Ion Jumati,,,0,0
135,Botanica,11/15/2017 7:15,Strada Valea Crucii,fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/23559909_535572586776201_3930631093569541957_n.jpg?oh=41e5253221a9d2bfb0bd923e7d9990dc&oe=5AABBD12,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1458935394160410/,,0,Chişinău,Chişinău,Chişinău,2017,11,7,2,dimineata,,Strada Valea Crucii,,,0,0
136,Botanica,11/23/2017 15:00,Bulevardul Dacia - Bulevardul Cuza-Vodă,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,11,15,3,ziua,,Bulevardul Cuza-Vodă,,,0,0
137,Botanica,1/18/2018 7:00,Bulevardul Cuza-Vodă - Bulevardul Dacia,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2018,1,7,3,zori,,Bulevardul Cuza-Vodă,,,0,0
138,Botanica,1/24/2018 12:45,"Strada Dacia, în apropiere de Bulevardul Cuza-Vodă",INP Info Trafic,2,0,0,0,0,0,0,Chişinău,https://i.imgur.com/YiJ1CT2.jpg,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2018,1,12,2,ziua,,Bulevardul Dacia,,,0,0
139,Botanica,1/26/2018 12:45,Bulevardul Dacia - Bulevardul Cuza-Vodă,INP Info Trafic,3,0,0,0,0,0,0,Chişinău,https://i.imgur.com/TPuveKb.jpg,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2018,1,12,4,ziua,,Bulevardul Cuza-Vodă,,,0,0
140,Botanica,3/29/2018 19:00,Strada Cuza Vodă,stiri.md,3,0,0,0,0,0,0,Chişinău,https://i.simpalsmedia.com/point.md/news/thumbnails/large/bc83fd9b321e7e21568c7127ea20b068.jpg,https://stiri.md/article/incidente/un-microbuz-a-iesit-la-depasire-si-a-lovit-un-range-rover-si-un-bmw-o-persoana-la-spital,https://i.simpalsmedia.com/video/480p/870f090d-ae14-4c1f-8518-8f52795c2bad.mp4,https://stiri.md/article/incidente/un-microbuz-a-iesit-la-depasire-si-a-lovit-un-range-rover-si-un-bmw-o-persoana-la-spital,1,Chişinău,Chişinău,Chişinău,2018,3,19,3,amurg,,Bulevardul Cuza-Vodă,,,0,0
141,Botanica,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,8,0,0,,,,,,0,0
142,Botanica,2/14/2018 17:50,Intersectia bd. Cuza Voda - Independentei, ,0,0,0,0,0,0,0, , , ,,,0,Chişinău,Chişinău,Chişinău,2018,12,0,5,noapte,,Bulevardul Cuza-Vodă,Tamponarea pietonilor angajati in traversare neregulamentara,Traversarea neregulamentara a ,,
143,Botanica,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,10,0,0,,,,,,0,0
144,Botanica,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,Chişinău,Chişinău,Chişinău,2018,12,0,5,noapte,,Bulevardul Cuza-Vodă,,,0,0
145,Botanica,12/1/2017 2:00,Şoseaua Muceşti - Strada Pandurilor,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,1,Chişinău,Chişinău,Chişinău,2017,12,2,4,noapte,Chişinău - Bender - Tiraspol - M5,Strada Pandurilor,,,0,0
146,Botanica,12/28/2017 17:00,Strada Sarmizegetusa - Bulevardul Dacia,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,1,Chişinău,Chişinău,Chişinău,2017,12,17,3,ziua,,Bulevardul Cuza-Vodă,,,0,0
147,Botanica,6/8/2018 7:40,Intersectia str. Decebal - C. Brincusi, ,0,0,0,0,0,0,0, , , ,,,0,Chişinău,Chişinău,Chişinău,2018,12,0,5,noapte,,Strada Constantin Brîncuși,Ciocnire laterala,Neacordare prioritatii altor vehicule,0,1
148,Botanica,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,8,0,0,,,,,,0,0
149,Botanica,9/8/2017 16:00,Bulevardul Dacia - Bulevardul Decebal,publika.md,2,0,0,0,0,0,0,Chişinău,https://media.publika.md/md/image/201709/w720/21369671_1430395893676813_1700974539793456080_n_04035000.jpg,Lipseşte,https://www.publika.md/accident-in-sectorul-botanica-al-capitalei-un-automobil-s-a-ciocnit-violent-cu-un-taxi-foto_2980020_foto_5009335.html#gallery,,0,Chişinău,Chişinău,Chişinău,2017,9,16,4,amurg,,Bulevardul Dacia,,,0,0
150,Botanica,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,7,0,0,,,,,,0,0
151,Botanica,10/23/2017 6:00,Strada Valea Crucii în apropiere cu Strada Chica-Vodă,fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/22688661_1562373420537208_5031769494190428346_n.jpg?oh=ce811c53c4af1204e21a13183e167b78&oe=5A99D10D,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1437850592935557/,,0,Chişinău,Chişinău,Chişinău,2017,10,6,0,dimineata,,Strada Valea Crucii,,,0,0
152,Botanica,12/15/2017 6:30,Bulevardul Dacia - Bulevardul Decebal,fb: GBM,2,0,0,0,0,0,0,Chişinău,https://www.facebook.com/photo.php?fbid=1503838349693286&set=gm.1489119654475317&type=3&ifg=1,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1489119654475317/,,1,Chişinău,Chişinău,Chişinău,2017,12,6,4,dimineata,,Bulevardul Dacia,,,0,0
153,Botanica,12/18/2017 13:45,Bulevardul Dacia - Bulevardul Decebal,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,12,13,0,ziua,,Bulevardul Dacia,,,0,0
154,Botanica,12/22/2017 5:45,Bulevardul Trăian 2,fb: GBM,4,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/25592119_2023427377927722_6865956512635120756_n.jpg?oh=4ab2d3a9038dbb1dc82256f6fb5cbd67&oe=5AB24F23,Lipseşte,https://www.facebook.com/chisinaupietoni/posts/2023427397927720,,0,Chişinău,Chişinău,Chişinău,2017,12,5,4,dimineata,,Bulevardul Traian,,,0,0
155,Botanica,1/6/2018 16:00,Bulevardul Dacia - Bulevardul Trăian,point.md,2,0,0,0,0,0,0,Chişinău,https://i.simpalsmedia.com/point.md/news/thumbnails/large/5371dd743c0d2700974aa72fd5a2b8a6.jpg,Lipseşte,https://point.md/ru/novosti/proisshestviya/sereznaia-avariia-proizoshla-v-stolitse-na-mesto-dtp-vyzvali-skoruiu-i-pozharnykh,,0,Chişinău,Chişinău,Chişinău,2018,1,16,5,amurg,,Bulevardul Dacia,,,0,0
156,Botanica,1/19/2018 13:30,"Bulevardul Dacia, ăn apropiere de  Bulevardul Trăian",waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2018,1,13,4,ziua,,Bulevardul Dacia,,,0,0
157,Botanica,4/4/2018 16:00,Bulevardul Dacia - Bulevardul Trăian,publika.md,2,0,0,0,0,0,0,Chişinău,https://media.publika.md/md/image/201804/w720/mas4_58693900.jpg,https://media.publika.md/md/video/201804/taxi-rasturnat_54430200.mp4,https://www.publika.md/accident-in-sectorul-botanica-al-capitalei-o-masina-rasturnata-pe-strada-foto_3001470.html,https://www.publika.md/accident-in-sectorul-botanica-al-capitalei-o-masina-rasturnata-pe-strada-foto_3001470.html,1,Chişinău,Chişinău,Chişinău,2018,4,16,2,ziua,,Bulevardul Dacia,,,0,0
158,Botanica,5/7/2018 10:15,Bulevardul Dacia - Bulevardul Decebal,INP InfoTrafic,0,1,0,0,1,0,0,Chişinău,https://i.imgur.com/PiHy842.jpg,Lipseşte,https://i.imgur.com/PiHy842.jpg,,0,Chişinău,Chişinău,Chişinău,2018,5,10,0,dimineata,,Bulevardul Dacia,,,0,0
159,Botanica,5/11/2018 11:00,"Bulevardul Dacia, ăn apropiere de  Bulevardul Trăian",waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2018,5,11,4,ziua,,Bulevardul Dacia,,,0,0
160,Botanica,1/6/2018 10:09,Intersectia bd. Dacia - Decebal (Chisinau), ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,"Neasigurarea la schimbarea benzii sau direcţiei de mers, viraj incorect",0,2
